term,kana,meaning
せいぜい,せいぜい,尽可能，尽量；最多，充其量
せいぜい（精精）,,顶多；充其量少
せき,せき,名词 咳嗽
せき止め,せきどめ,名词 止咳药，止咳剂
せっかく,せっかく,特意，好不容易
せっかく~のに,,难得/好不容易……却
せっかくですけれど,せっかくですけれど,惯用语 有违您的好意，承蒙特意邀请，却……
せっせと,せっせと,拼命地，一个劲儿地
せめて,せめて,至少，起码，哪怕是
せわしい,せわしい,忙碌的；匆忙的
ぜひ,ぜひ,务必，一定
ぜひとも,ぜひとも,副词 一定，务必
そう,そう,是的
そう~でもない,,「そう」此处表示程度，与「それほど」相似。
そういう,そういう,那种，那样
そういえば,そういえば,（提起话题）说起来，对了
そうしたら,そうしたら,要是那样的话
そうして,そうして,然后，于是；而且
そうしましょう。,,就这么办吧（表示同意他人的意见）
そうすると,そうすると,接续词 这么说来，这么说
そうだなあ,そうだなあ,是啊
そうですか。,,我了解了/是吗？
そうですね。,,是呀。（表赞成）
そう言えば,そういえば,熟语 说起来，这么说来
そこ,そこ,那里，那个地方
そこそこ,そこそこ,草草了事，匆匆忙忙；左右，大约
そこで,そこで,因此，所以
そして,そして,而且，还用（用于接续句子）
そして，～,,そして：表示并列关系，“而且”“然后”。
そそっかしい,そそっかしい,形容词 粗心大意，马大哈，马虎
そそっかしい,そそっかしい,毛手毛脚的，粗心大意的
そそる,そそる,引起，勾起（感情、欲望等）
そちら,そちら,那里
そっくり,そっくり,一模一样；全部，完全
そっけない,そっけない,冷淡的，无情的；不客气的
そっち,そっち,代词 那边，那里
そっと,そっと,悄悄地，轻轻地
そのうえ,そのうえ,而且，又；然后
そのうち,そのうち,副词 不久，过几天
そのころ,そのころ,那时，当时
そのとおりです,そのとおりです,惯用语 是这样，是那样的，的确如此
そのほか,そのほか,除此之外，另外
そのまま,そのまま,名词 就照原样，就那样
そのもの,そのもの,事物本身
そのような,そのような,连接词 像这样的
そのように,そのように,惯用语 那样
その代わり,そのかわり,但是，另一方面
その後,そのあと,名词 之后，其后
その気になる,そのきになる,惯用语 有那样的想法
その節,そのせつ,名词 那时，那次
その～,,那（近对方）
そば屋,そばや,名 荞麦面馆
そもそも,そもそも,原本，从一开始
そよそよ,そよそよ,微微，轻轻
そよそよ,そよそよ,风轻轻吹拂
それ,それ,那（事物近对方）
それから,それから,然后；还有
それきり,それきり,只有那些；那以后再也
それぞれ,それぞれ,名词 分别．各自
それで,それで,因此，因而
それでいて,それでいて,尽管那样，虽然那样
それでは,それでは,那么
それでも,それでも,连接词 即使那样，尽管如此，可是
それとはなしに,それとはなしに,拐弯抹角地，婉转地
それとも,それとも,或者，还是
それどころか,それどころか,岂止如此，别说那个，甚至
それなのに,それなのに,尽管那样，即使那样
それなら,それなら,接续词 那样的话
それなり,それなり,没有下文；与之相应的
それに,それに,而且
それにしては,それにしては,那么说
それにしても,それにしても,尽管如此，即使那样
それは,それは,那可真是
それはさておき,それはさておき,那个暂且不提，闲话休提
それはそうと,それはそうと,连接词 此外，另外，顺便说一句
それはもう,それはもう,惯用语 可不是嘛，是呀，是啊，那是
それほど,それほど,那么，那样；（后接否定）没那么
それまで,それまで,到那时，在那以前；无话可说了
それゆえ,それゆえ,所以，因此
そろそろ,そろそろ,就要，快要。
そろばん,そろばん,名词 算盘
そわそわ,そわそわ,副词 慌张，心神不定，坐立不安
そんなに,そんなに,那么，那样地
ぞうきん,ぞうきん,名词 抹布
ぞくぞく,ぞくぞく,打寒战；心情激动
ぞくぞく（続々と）,,陆续不断
ぞっと,ぞっと,打寒战；毛骨悚然
ぞろぞろ,ぞろぞろ,络绎不绝，一个接一个
ぞんざい,ぞんざい,草率的，粗糙的；粗鲁的
たいした,たいした,接续词 了不起的，惊人的
たいして,たいして,（后接否定）并不太……
たいてい,たいてい,副词 大抵，大都
たくさん,たくさん,很多
たこ焼き,たこやき,名词 烤章鱼球
ただ,ただ,名词 仅，只
ただし,ただし,但是
ただでさえ,ただでさえ,平时就，本来就
ただ今,ただいま,现在；刚才；马上
たちまち,たちまち,立刻，马上；突然，忽然
たった,たった,副词 只，仅
たった今,たったいま,刚才，刚刚；马上
たっぷり,たっぷり,形容动词 满……，充分，足够
たっぷり,たっぷり,足够，充足；绰绰有余
たとえ,たとえ,即使，尽管
たとえ~ても,,假使……、纵令……
たどる,たどる,动1 发展；走向；追溯
たばこ,たばこ,香烟
たぶん,たぶん,大概，可能
たまたま,たまたま,偶然，有时
たまたま,たまたま,偶然，无意中；偶尔，有时
たまに,たまに,偶尔
たまらない,たまらない,⋯⋯得不得了；难耐的，忍受不了的
たまる,たまる,动1 积攒，积存
ため息,ためいき,叹气
たらこ,たらこ,名词 鳕鱼子，咸鳕鱼子
たらたら,たらたら,滴滴答答
たわいない,たわいない,不省人事的；轻而易举的，一下子就⋯⋯；无聊的；天真的
たんす,たんす,名词 衣橱，衣柜
た形,,活用：“て形”的“て”换成“た”，“で”换成“だ”
だいたい,だいたい,大致，大概
だいぶ,だいぶ,相当，颇为
だから,だから,所以，因此
だからと言って,だからといって,虽说……但是……
だって,だって,接续词 因为，可是，但是
だぶだぶ,だぶだぶ,肥大
だらしない,だらしない,散漫的；没出息的，不争气的
だらしない,だらしない,放荡的，散漫的，吊儿郎当的；没出息的，不争气的
だらだら,だらだら,（液体）滴滴答答；冗长，不简练
だるい,だるい,形容词 乏力；倦懒
だれですか/何ですか,,何:[疑]什么（询问事物） だれ:[疑]谁（询问人）
だれ（どなた）,,谁（哪位）（“どなた”是“だれ”的礼貌形）
だんだん,だんだん,逐渐，慢慢地
ちぎる,ちぎる,撕，撕碎；掐下，摘取
ちっとも,ちっとも,副词 一点儿（也不），毫（无）
ちっとも~ない,,否定
ちっぽけ,ちっぽけ,特别小的，极小的
ちなみに,ちなみに,接续词 补充一句，顺便，附带
ちびまる子ちゃん,ちびまるこちゃん,专有词 樱桃小丸子
ちゃんと,ちゃんと,准确无误地；好好地
ちやほや,ちやほや,溺爱，娇生惯养；奉承
ちょいちょい,ちょいちょい,时常，经常
ちょうど,ちょうど,正好，恰好
ちょくちょく,ちょくちょく,时常，往往
ちょこちょこ,ちょこちょこ,小步走；匆忙，慌张
ちょっと,ちょっと,副词 哎，劳驾；有点，稍微；有点儿… ，不太…
ちょっとした,ちょっとした,形容动词 一点点，有点，稍微
ちらし寿司,ちらしずし,名词 什锦寿司饭，散寿司饭
ちらちら,ちらちら,纷纷扬扬；时隐时现；一闪一闪；眼睛发花
ちらっと,ちらっと,一晃，一闪；隐约（听到）
ちりばめる,ちりばめる,镶嵌，点缀
つい,つい,无意中，不由得；（时间、距离）相隔不远
ついていく,ついていく,动1 跟上，跟上去
ついては,ついては,因此，因而，于是
ついで,ついで,名词 顺便，就便
ついでに,ついでに,顺便，顺手
ついに,ついに,名词 终于，未了，直到最后
つかむ,つかむ,名词 抓住，掌握住
つかる,つかる,动1 浸泡，泡澡
つくづく,つくづく,仔细地；痛切，深切感到
つけます,つけます,打开（电灯、冷气等）
つじつま,つじつま,条理，道理；前后，首尾
つながり,つながり,名词 联系，关系
つながる,つながる,动1 牵涉；连接；排列
つなぐ,つなぐ,动1 连接，拴，系
つぶら,つぶら,圆的，圆溜溜的
つぼ,つぼ,名词 つぼ[名]瓶，坛，罐，缸
つまずく,つまずく,跌倒，摔倒；受挫，栽跟头
つまみ,つまみ,名词 提纽，抓手
つまみ食いします,つまみぐいします,动3 偷吃
つまらない,つまらない,无聊的，没意思的
つまらないものですが,つまらないものですが,惯用语 一点小意思，不是什么值钱的东西
つまり,つまり,副词 就是，即，就是说；总之，究竟
つり下げる,つりさげる,动2 挂，吊，悬挂
つるつる,つるつる,光滑
てきぱき,てきぱき,爽快；麻利，利落
てっきり,てっきり,以为一定（其实并不）
ても，～,,でも：表示转折关系，“但是”。一般只用于口语。
てんで,てんで,完全，丝毫
てんぷら,てんぷら,天妇罗
て形,,动词て形
で,で,连接词 那么
で/へ/から/まで/と+の,,で／へ／から／まで／と／ばかり等助词可以加 の 构成定语，修饰名词。 “に”不能后续“の”，而要改成“への”的形式。
できます,できます,会，能够，可以
できるだけ,できるだけ,尽量，尽可能
できれば,できれば,如果可以的话
でき上がる,できあがる,动1 做好，完成
でしたら,でしたら,连接词 那么，如此的话
ですから,ですから,所以，因此
でたらめ,でたらめ,荒唐，胡闹，胡说八道
でっち上げる,でっちあげる,捏造，编造；拼凑出
では，これで,では，これで,惯用语 那就这样吧
でます出ます,,出〔咖啡馆〕［きっさてんを～］［喫茶店を～］
でも,でも,但是，可是
とうとう,とうとう,终于，终究
とおす,とおす,动1 通过；穿过，穿通
とがる,とがる,动1 尖，尖细；紧张；发怒
とげ,とげ,名词 刺；（说话）尖酸，带刺
とことんまで,とことんまで,直到最后，一直到底
ところが,ところが,连接词 然而，可是，不过
ところで,ところで,（转换话题）话说，不过
とっくに,とっくに,很早以前，早就
とっさ,とっさ,瞬间，刹那间，立刻
とっておき,とっておき,珍藏，秘藏
とても,とても,非常，很
とにかく,とにかく,总之，姑且，暂且不论
とはいえ,とはいえ,虽说如此，尽管那样
ともあれ,ともあれ,无论如何，不管怎样；姑且不论，姑且不说
ともかく,ともかく,暂且不论；无论如何，总之
ともすると,ともすると,常常，动辄，每每
ともに,ともに,副词 一起，一同；共同
とりあえず,とりあえず,暂且，姑且；急忙，匆忙
とりわけ,とりわけ,尤其，特别
とり肉,とりにく,名词 鸡肉
とり肉の～炒め,とりにくのカシューナッツいため,名词 宫保鸡丁
とろける,とろける,溶化；陶醉，心旷神怡
とんだ,とんだ,意想不到；不可挽回
とんでもありません,とんでもありません,惯用语 没有的事儿，哪儿的话
とんでもない,とんでもない,形容词 没有的事儿，哪里的话
とんでもない,とんでもない,令人意外的；岂有此理的；不客气，不用谢
とんとん拍子,とんとんびょうし,一帆风顺，顺顺当当
どいつ,どいつ,（语气蔑视）哪个家伙
どう,どう,怎样
どういう,どういう,连接词 什么样的．怎样的
